ticket_id,created_at,resolved_at,category,system_name,priority,status,resolution_notes,root_cause,resolution_time_hrs,sla_breached,created_day,created_hour
883,2025-04-27 22:09:58,2025-04-30 19:09:58,Server Down,Control-M,Low,Closed,Leave interest more she statement lot.,User Error,69.0,True,Sunday,22
884,2025-06-06 09:23:18,2025-06-07 01:23:18,Server Down,FDW_App1,Critical,Closed,Research out I artist.,Network Glitch,16.0,True,Friday,9
885,2025-04-27 06:52:59,2025-04-27 18:52:59,Access Issue,FDW_App1,High,Closed,Him local sing money buy leg still.,Network Glitch,12.0,True,Sunday,6
886,2025-05-08 04:38:20,2025-05-10 03:38:20,Access Issue,CyberArk,Low,Closed,Take machine them career realize past good.,Network Glitch,47.0,True,Thursday,4
887,2025-05-09 09:29:26,2025-05-11 17:29:26,Server Down,Report_Portal,Low,Closed,Base open scene today.,Configuration Error,56.0,True,Friday,9
888,2025-04-15 15:39:20,2025-04-18 02:39:20,Server Down,Control-M,Medium,Closed,Significant debate front free long hot.,Network Glitch,59.0,True,Tuesday,15
889,2025-04-26 07:08:30,2025-04-28 17:08:30,Batch Job,FDW_App2,Low,Closed,Hot audience machine admit culture.,Network Glitch,58.0,True,Saturday,7
890,2025-04-26 18:16:52,2025-04-27 01:16:52,Batch Job,Report_Portal,Low,Closed,Final might before series hotel.,Unknown,7.0,False,Saturday,18
891,2025-04-24 11:43:28,2025-04-25 16:43:28,Access Issue,Control-M,High,Closed,Two back better.,Permission Missing,29.0,True,Thursday,11
892,2025-06-04 15:05:26,2025-06-06 15:05:26,Login Failure,Report_Portal,Critical,Closed,Authority hotel ever seek.,User Error,48.0,True,Wednesday,15
893,2025-05-26 06:00:23,2025-05-28 23:00:23,Batch Job,FDW_App2,Medium,Closed,Sing live name sound still for best today.,Unknown,65.0,True,Monday,6
894,2025-05-02 19:35:51,2025-05-03 23:35:51,Access Issue,FDW_App1,Medium,Closed,Establish process almost.,Configuration Error,28.0,True,Friday,19
895,2025-05-11 11:30:21,2025-05-11 17:30:21,Login Failure,CyberArk,Low,Closed,Line go trade.,User Error,6.0,False,Sunday,11
896,2025-04-25 16:08:02,2025-04-28 00:08:02,Report Error,Control-M,Critical,Closed,Should two meet other close.,Configuration Error,56.0,True,Friday,16
897,2025-05-04 08:22:48,2025-05-07 04:22:48,Server Down,CyberArk,Medium,Closed,Story case establish cost buy develop.,Network Glitch,68.0,True,Sunday,8
898,2025-04-15 17:25:54,2025-04-17 08:25:54,Login Failure,Report_Portal,Critical,Closed,Last generation across crime reduce.,User Error,39.0,True,Tuesday,17
899,2025-04-11 20:17:51,2025-04-14 15:17:51,Batch Job,Control-M,Medium,Closed,Election could off.,Database Timeout,67.0,True,Friday,20
900,2025-05-20 04:50:32,2025-05-21 14:50:32,Login Failure,Report_Portal,Low,Closed,Within threat black president heart.,Permission Missing,34.0,True,Tuesday,4
901,2025-05-08 23:48:50,2025-05-10 08:48:50,Login Failure,Report_Portal,Critical,Closed,Game good fish money fight region.,Database Timeout,33.0,True,Thursday,23
902,2025-04-26 17:30:26,2025-04-27 07:30:26,Login Failure,Report_Portal,High,Closed,Analysis tend ground.,Unknown,14.0,True,Saturday,17
903,2025-04-22 19:32:00,2025-04-23 05:32:00,Report Error,Report_Portal,Low,Closed,Second listen western treatment early wait agency change.,Configuration Error,10.0,True,Tuesday,19
904,2025-05-31 01:45:56,2025-06-01 20:45:56,Login Failure,FDW_App1,Medium,Closed,Community summer third fight project.,User Error,43.0,True,Saturday,1
905,2025-04-09 10:56:30,2025-04-09 11:56:30,Batch Job,FDW_App1,High,Closed,Board happen gas million such region.,Unknown,1.0,False,Wednesday,10
906,2025-06-04 23:28:41,2025-06-07 11:28:41,Batch Job,CyberArk,Low,Closed,Return their down adult coach.,Database Timeout,60.0,True,Wednesday,23
907,2025-05-28 04:49:03,2025-05-29 11:49:03,Server Down,CyberArk,High,Closed,Performance gas wind specific general.,Permission Missing,31.0,True,Wednesday,4
908,2025-05-30 04:19:22,2025-05-31 06:19:22,Report Error,CyberArk,Critical,Closed,Their form job fall do movie.,Database Timeout,26.0,True,Friday,4
909,2025-04-17 21:38:02,2025-04-19 13:38:02,Server Down,FDW_App1,High,Closed,Suddenly game least tend throughout.,Configuration Error,40.0,True,Thursday,21
910,2025-05-29 22:48:56,2025-05-31 18:48:56,Batch Job,FDW_App2,Critical,Closed,Nation bar defense brother foot administration meet.,Database Timeout,44.0,True,Thursday,22
911,2025-04-07 16:30:38,2025-04-09 02:30:38,Server Down,Report_Portal,Medium,Closed,Growth bill during professional.,Unknown,34.0,True,Monday,16
912,2025-05-03 07:24:56,2025-05-04 07:24:56,Login Failure,Control-M,Critical,Closed,Accept stay much.,Permission Missing,24.0,True,Saturday,7
913,2025-05-03 16:53:56,2025-05-06 05:53:56,Batch Job,FDW_App1,Medium,Closed,Try wait side part west hold.,User Error,61.0,True,Saturday,16
914,2025-05-22 08:28:30,2025-05-22 15:28:30,Server Down,Report_Portal,High,Closed,Factor camera agree direction service ask behavior.,Permission Missing,7.0,False,Thursday,8
915,2025-05-07 19:24:07,2025-05-08 03:24:07,Report Error,Report_Portal,Medium,Closed,Front relate investment both.,Permission Missing,8.0,False,Wednesday,19
916,2025-04-17 13:52:35,2025-04-20 02:52:35,Batch Job,CyberArk,High,Closed,Situation war way happy.,Permission Missing,61.0,True,Thursday,13
917,2025-04-15 05:33:57,2025-04-16 16:33:57,Login Failure,Report_Portal,Low,Closed,Economic voice trial push simply research matter.,Permission Missing,35.0,True,Tuesday,5
918,2025-05-04 07:15:49,2025-05-04 10:15:49,Report Error,CyberArk,Medium,Closed,Decision sport pay somebody.,Permission Missing,3.0,False,Sunday,7
919,2025-05-24 04:34:07,2025-05-25 18:34:07,Server Down,Control-M,Low,Closed,Audience generation set onto figure.,Database Timeout,38.0,True,Saturday,4
920,2025-04-24 08:22:23,2025-04-25 05:22:23,Access Issue,Report_Portal,Medium,Closed,Adult possible six life see.,Configuration Error,21.0,True,Thursday,8
921,2025-06-06 09:14:14,2025-06-06 16:14:14,Report Error,Control-M,Critical,Closed,Your participant sit I cause happen society.,Unknown,7.0,False,Friday,9
922,2025-05-26 23:05:31,2025-05-27 04:05:31,Server Down,FDW_App1,Low,Closed,Many decade gun see.,Database Timeout,5.0,False,Monday,23
923,2025-05-18 03:13:22,2025-05-19 12:13:22,Access Issue,FDW_App2,Critical,Closed,Compare where value team majority.,Configuration Error,33.0,True,Sunday,3
924,2025-04-11 13:31:04,2025-04-13 17:31:04,Login Failure,FDW_App1,High,Closed,Over road some stay.,Configuration Error,52.0,True,Friday,13
925,2025-05-24 12:31:40,2025-05-25 06:31:40,Batch Job,FDW_App1,High,Closed,Statement number PM main but tend.,Database Timeout,18.0,True,Saturday,12
926,2025-04-12 10:05:19,2025-04-15 06:05:19,Login Failure,Report_Portal,Low,Closed,Home employee month fund cell change.,Permission Missing,68.0,True,Saturday,10
927,2025-05-12 06:39:45,2025-05-14 20:39:45,Login Failure,Report_Portal,High,Closed,Establish go with teacher.,Permission Missing,62.0,True,Monday,6
928,2025-06-03 09:14:21,2025-06-04 15:14:21,Batch Job,CyberArk,Medium,Closed,Style measure use education.,Database Timeout,30.0,True,Tuesday,9
929,2025-04-23 09:16:51,2025-04-26 04:16:51,Batch Job,Control-M,High,Closed,Argue create behavior ten effort kitchen into.,Configuration Error,67.0,True,Wednesday,9
930,2025-04-27 09:24:43,2025-04-30 05:24:43,Access Issue,FDW_App1,Medium,Closed,Miss lawyer machine candidate loss safe growth.,Configuration Error,68.0,True,Sunday,9
931,2025-06-05 19:52:17,2025-06-08 16:52:17,Server Down,FDW_App2,Medium,Closed,Several red decision assume successful her however.,User Error,69.0,True,Thursday,19
932,2025-05-28 13:22:51,2025-05-31 05:22:51,Login Failure,Control-M,Critical,Closed,Along various century energy reduce old.,Network Glitch,64.0,True,Wednesday,13
933,2025-05-22 10:40:48,2025-05-24 20:40:48,Server Down,FDW_App2,Low,Closed,Order goal party threat.,Permission Missing,58.0,True,Thursday,10
934,2025-04-29 09:15:57,2025-04-30 23:15:57,Server Down,Report_Portal,Medium,Closed,Police identify carry minute parent money huge.,Database Timeout,38.0,True,Tuesday,9
935,2025-05-14 01:19:20,2025-05-14 02:19:20,Batch Job,FDW_App1,Medium,Closed,Forward none sure will five.,User Error,1.0,False,Wednesday,1
936,2025-05-21 21:29:01,2025-05-23 16:29:01,Login Failure,FDW_App2,Low,Closed,Take call machine computer.,Configuration Error,43.0,True,Wednesday,21
937,2025-04-28 10:24:12,2025-05-01 07:24:12,Access Issue,CyberArk,Medium,Closed,Relate woman strategy physical.,Configuration Error,69.0,True,Monday,10
938,2025-04-20 01:48:25,2025-04-20 19:48:25,Access Issue,CyberArk,Medium,Closed,Middle once news develop news like today.,Database Timeout,18.0,True,Sunday,1
939,2025-04-11 23:21:13,2025-04-14 01:21:13,Batch Job,Report_Portal,High,Closed,More fact behind again everybody always response long.,Permission Missing,50.0,True,Friday,23
940,2025-05-30 16:17:52,2025-05-30 19:17:52,Access Issue,CyberArk,Low,Closed,Sense often from reach institution name perform.,Permission Missing,3.0,False,Friday,16
941,2025-04-14 14:47:32,2025-04-16 14:47:32,Server Down,FDW_App1,High,Closed,Direction democratic political population.,Permission Missing,48.0,True,Monday,14
942,2025-05-29 19:05:03,2025-05-30 04:05:03,Report Error,FDW_App2,High,Closed,Myself direction message age.,User Error,9.0,True,Thursday,19
943,2025-05-13 04:18:19,2025-05-14 13:18:19,Access Issue,FDW_App2,Medium,Closed,Conference I art.,User Error,33.0,True,Tuesday,4
944,2025-05-13 00:07:28,2025-05-13 18:07:28,Login Failure,FDW_App1,High,Closed,Work fill him protect information task light result.,User Error,18.0,True,Tuesday,0
945,2025-06-01 18:08:28,2025-06-04 18:08:28,Login Failure,FDW_App1,Medium,Closed,Economic gas five world.,Permission Missing,72.0,True,Sunday,18
946,2025-06-02 13:09:50,2025-06-03 22:09:50,Report Error,Report_Portal,Critical,Closed,Score four force seat spring central.,Network Glitch,33.0,True,Monday,13
947,2025-04-15 08:35:38,2025-04-17 11:35:38,Report Error,Report_Portal,Low,Closed,Himself agent reason she determine.,Permission Missing,51.0,True,Tuesday,8
948,2025-04-08 16:00:09,2025-04-09 12:00:09,Server Down,FDW_App2,High,Closed,Special factor spend.,Database Timeout,20.0,True,Tuesday,16
949,2025-04-13 14:49:15,2025-04-14 01:49:15,Server Down,Report_Portal,High,Closed,Wind method gun go base sign this strong.,Unknown,11.0,True,Sunday,14
950,2025-04-09 17:37:16,2025-04-11 15:37:16,Access Issue,Control-M,Medium,Closed,Arrive attention to nearly.,Network Glitch,46.0,True,Wednesday,17
951,2025-04-15 00:57:00,2025-04-15 21:57:00,Login Failure,Control-M,Critical,Closed,Run what general personal town early accept nation.,Unknown,21.0,True,Tuesday,0
952,2025-05-19 03:56:59,2025-05-20 11:56:59,Batch Job,Report_Portal,Medium,Closed,Reach leg bring accept employee box.,Configuration Error,32.0,True,Monday,3
953,2025-04-14 19:49:25,2025-04-17 04:49:25,Report Error,CyberArk,Low,Closed,Voice threat house her move a in.,Configuration Error,57.0,True,Monday,19
954,2025-05-16 23:01:26,2025-05-19 01:01:26,Server Down,CyberArk,Medium,Closed,Well arm participant government so yet.,Database Timeout,50.0,True,Friday,23
955,2025-05-05 20:37:08,2025-05-05 21:37:08,Login Failure,FDW_App2,Critical,Closed,Low Republican since present guy community already leader.,User Error,1.0,False,Monday,20
956,2025-05-19 12:58:14,2025-05-22 03:58:14,Report Error,CyberArk,Critical,Closed,Hard according east threat year.,Database Timeout,63.0,True,Monday,12
957,2025-04-27 14:49:03,2025-04-29 18:49:03,Batch Job,Report_Portal,Medium,Closed,Summer color information south write pattern.,Network Glitch,52.0,True,Sunday,14
958,2025-04-24 21:55:27,2025-04-26 15:55:27,Batch Job,CyberArk,Critical,Closed,Toward fast spring produce general parent heart over.,Network Glitch,42.0,True,Thursday,21
959,2025-06-03 02:57:13,2025-06-05 04:57:13,Access Issue,FDW_App2,High,Closed,Rest sound help day reality decade.,Configuration Error,50.0,True,Tuesday,2
960,2025-05-10 09:04:02,2025-05-12 20:04:02,Server Down,Control-M,High,Closed,Direction security window send the live economic.,User Error,59.0,True,Saturday,9
961,2025-04-18 06:29:36,2025-04-19 11:29:36,Server Down,CyberArk,Low,Closed,Change even site campaign.,Database Timeout,29.0,True,Friday,6
962,2025-04-11 16:46:47,2025-04-12 10:46:47,Server Down,FDW_App2,High,Closed,Raise report heart heart that American life.,Configuration Error,18.0,True,Friday,16
963,2025-05-07 07:31:47,2025-05-08 20:31:47,Login Failure,Control-M,Medium,Closed,Tv it ask information season eat.,Configuration Error,37.0,True,Wednesday,7
964,2025-05-18 00:42:48,2025-05-19 05:42:48,Login Failure,Control-M,Medium,Closed,Part language travel option writer.,Permission Missing,29.0,True,Sunday,0
965,2025-05-09 20:08:13,2025-05-12 19:08:13,Access Issue,FDW_App2,Critical,Closed,Painting camera film leave military daughter.,User Error,71.0,True,Friday,20
966,2025-04-15 21:29:30,2025-04-18 11:29:30,Server Down,Control-M,Medium,Closed,Cause bring growth mention local official worry.,Configuration Error,62.0,True,Tuesday,21
967,2025-06-04 20:23:00,2025-06-06 23:23:00,Report Error,Report_Portal,High,Closed,Who respond plant environmental.,Network Glitch,51.0,True,Wednesday,20
968,2025-06-04 00:57:46,2025-06-05 14:57:46,Report Error,Report_Portal,Critical,Closed,A police team better court name.,Unknown,38.0,True,Wednesday,0
969,2025-04-11 16:39:52,2025-04-12 23:39:52,Report Error,FDW_App2,Medium,Closed,Require explain call newspaper get newspaper.,Database Timeout,31.0,True,Friday,16
970,2025-04-26 00:17:59,2025-04-28 11:17:59,Batch Job,Control-M,Medium,Closed,Include positive join plant ever such able.,User Error,59.0,True,Saturday,0
971,2025-05-06 06:27:17,2025-05-07 20:27:17,Report Error,FDW_App1,High,Closed,Sing hand industry watch allow.,Permission Missing,38.0,True,Tuesday,6
972,2025-04-11 17:47:58,2025-04-12 14:47:58,Access Issue,FDW_App2,High,Closed,Parent certain cut memory house.,Network Glitch,21.0,True,Friday,17
973,2025-05-17 03:59:11,2025-05-18 00:59:11,Server Down,FDW_App2,Medium,Closed,Blue politics firm phone conference someone.,Configuration Error,21.0,True,Saturday,3
974,2025-05-24 19:12:38,2025-05-25 09:12:38,Access Issue,Report_Portal,High,Closed,Particularly behavior north discuss respond today method.,Permission Missing,14.0,True,Saturday,19
975,2025-05-20 17:31:23,2025-05-21 17:31:23,Batch Job,Report_Portal,High,Closed,Not prepare important ball.,Configuration Error,24.0,True,Tuesday,17
976,2025-05-06 05:10:33,2025-05-08 10:10:33,Server Down,Report_Portal,High,Closed,Science though another consumer better grow story.,Configuration Error,53.0,True,Tuesday,5
977,2025-04-11 00:06:21,2025-04-14 00:06:21,Login Failure,FDW_App1,Low,Closed,Nature door difference become push ball.,Permission Missing,72.0,True,Friday,0
978,2025-04-17 05:27:29,2025-04-19 12:27:29,Login Failure,Control-M,High,Closed,Matter physical identify garden piece sign.,Unknown,55.0,True,Thursday,5
979,2025-05-21 03:52:11,2025-05-22 09:52:11,Batch Job,Control-M,Critical,Closed,Myself carry garden know.,Unknown,30.0,True,Wednesday,3
980,2025-05-17 03:55:05,2025-05-17 14:55:05,Login Failure,Report_Portal,High,Closed,Common level let great performance simply put detail.,Unknown,11.0,True,Saturday,3
981,2025-05-30 10:16:55,2025-05-31 06:16:55,Batch Job,FDW_App1,Medium,Closed,East than parent indicate.,Database Timeout,20.0,True,Friday,10
982,2025-05-20 10:50:05,2025-05-22 09:50:05,Batch Job,Report_Portal,High,Closed,This purpose wrong provide blue.,User Error,47.0,True,Tuesday,10
983,2025-05-25 12:20:40,2025-05-27 16:20:40,Login Failure,FDW_App1,Low,Closed,Administration choose population appear.,User Error,52.0,True,Sunday,12
984,2025-05-24 02:39:25,2025-05-27 01:39:25,Access Issue,FDW_App2,High,Closed,Create chair they always.,Unknown,71.0,True,Saturday,2
985,2025-04-23 14:57:47,2025-04-26 14:57:47,Report Error,FDW_App2,Low,Closed,Young against wish where Mrs above husband.,Configuration Error,72.0,True,Wednesday,14
986,2025-05-31 06:28:51,2025-05-31 11:28:51,Server Down,FDW_App2,Critical,Closed,Reason act left hundred site should keep.,User Error,5.0,False,Saturday,6
987,2025-04-24 14:08:36,2025-04-25 05:08:36,Report Error,FDW_App2,High,Closed,Technology avoid less food study hit brother.,Configuration Error,15.0,True,Thursday,14
988,2025-05-16 06:43:08,2025-05-16 20:43:08,Access Issue,Report_Portal,Medium,Closed,His participant nation institution.,Unknown,14.0,True,Friday,6
989,2025-04-24 19:07:40,2025-04-25 17:07:40,Access Issue,Control-M,Critical,Closed,Necessary treat model build skin stuff.,Network Glitch,22.0,True,Thursday,19
990,2025-04-16 03:55:10,2025-04-17 06:55:10,Batch Job,CyberArk,High,Closed,Until across must father hope kid.,Database Timeout,27.0,True,Wednesday,3
991,2025-05-25 18:58:27,2025-05-26 22:58:27,Login Failure,FDW_App1,High,Closed,Space live measure agree guy star.,Unknown,28.0,True,Sunday,18
992,2025-05-07 12:28:01,2025-05-09 07:28:01,Server Down,CyberArk,Medium,Closed,Issue everyone camera drug partner.,Database Timeout,43.0,True,Wednesday,12
993,2025-04-27 11:34:52,2025-04-28 15:34:52,Login Failure,FDW_App1,Low,Closed,Wind term manager well area probably line.,Permission Missing,28.0,True,Sunday,11
994,2025-04-11 22:30:46,2025-04-14 06:30:46,Batch Job,FDW_App1,Low,Closed,Recently pay reach.,Permission Missing,56.0,True,Friday,22
995,2025-04-29 18:47:52,2025-05-01 13:47:52,Batch Job,CyberArk,High,Closed,Baby drop interest process right fight stay.,Configuration Error,43.0,True,Tuesday,18
996,2025-04-28 09:48:20,2025-04-29 16:48:20,Server Down,CyberArk,Low,Closed,Window training someone number family.,Configuration Error,31.0,True,Monday,9
997,2025-04-21 22:24:16,2025-04-24 01:24:16,Report Error,FDW_App2,High,Closed,Difficult represent deal strong always.,Network Glitch,51.0,True,Monday,22
998,2025-04-20 19:49:39,2025-04-21 12:49:39,Access Issue,FDW_App2,Low,Closed,Operation development trip song sure.,Unknown,17.0,True,Sunday,19
999,2025-04-09 09:35:41,2025-04-09 16:35:41,Report Error,Control-M,Medium,Closed,Owner avoid especially writer air her key.,Database Timeout,7.0,False,Wednesday,9
1000,2025-05-14 00:11:12,2025-05-15 08:11:12,Access Issue,CyberArk,Low,Closed,Remember similar rise employee music suggest.,Permission Missing,32.0,True,Wednesday,0
1001,2025-05-10 13:29:19,2025-05-11 12:29:19,Server Down,FDW_App1,Critical,Closed,Fact safe about response heart spring those.,Database Timeout,23.0,True,Saturday,13
1002,2025-05-26 00:35:35,2025-05-27 02:35:35,Report Error,Report_Portal,Critical,Closed,Reflect new choose adult opportunity style yes.,Network Glitch,26.0,True,Monday,0
1003,2025-04-21 05:27:57,2025-04-23 15:27:57,Access Issue,CyberArk,Medium,Closed,Few let reveal difficult article.,User Error,58.0,True,Monday,5
1004,2025-04-21 15:52:56,2025-04-23 19:52:56,Server Down,Control-M,High,Closed,Out whom free smile notice.,Database Timeout,52.0,True,Monday,15
1005,2025-04-27 02:24:16,2025-04-28 00:24:16,Access Issue,CyberArk,Critical,Closed,Bring marriage dark hour amount its herself.,Configuration Error,22.0,True,Sunday,2
1006,2025-05-22 15:37:00,2025-05-23 22:37:00,Login Failure,Report_Portal,High,Closed,Poor force again central mean.,Configuration Error,31.0,True,Thursday,15
1007,2025-05-22 05:28:34,2025-05-23 21:28:34,Report Error,FDW_App2,Critical,Closed,Week along change determine send task.,Network Glitch,40.0,True,Thursday,5
1008,2025-04-12 01:40:08,2025-04-13 15:40:08,Login Failure,Report_Portal,Low,Closed,Mrs usually throughout would.,Permission Missing,38.0,True,Saturday,1
1009,2025-04-13 23:41:03,2025-04-14 04:41:03,Report Error,FDW_App1,Low,Closed,And like audience customer score finally.,Unknown,5.0,False,Sunday,23
1010,2025-04-10 11:34:51,2025-04-10 18:34:51,Batch Job,Control-M,High,Closed,When value point set unit.,Database Timeout,7.0,False,Thursday,11
1011,2025-05-11 00:11:10,2025-05-12 19:11:10,Batch Job,CyberArk,Critical,Closed,Your approach subject possible first Mr another travel.,Configuration Error,43.0,True,Sunday,0
1012,2025-04-09 03:52:26,2025-04-11 09:52:26,Server Down,FDW_App1,High,Closed,Nearly drop quickly network.,Configuration Error,54.0,True,Wednesday,3
1013,2025-05-31 08:32:26,2025-05-31 16:32:26,Server Down,FDW_App1,Low,Closed,Dream determine action why seem too laugh.,Unknown,8.0,False,Saturday,8
1014,2025-04-30 14:16:29,2025-05-03 10:16:29,Batch Job,CyberArk,Low,Closed,Believe project resource floor mouth possible kitchen.,Network Glitch,68.0,True,Wednesday,14
1015,2025-06-01 23:10:11,2025-06-04 04:10:11,Server Down,FDW_App1,Low,Closed,Easy environment heart hot Congress.,Network Glitch,53.0,True,Sunday,23
1016,2025-05-06 01:11:48,2025-05-06 17:11:48,Access Issue,CyberArk,Medium,Closed,Energy defense tax discuss according structure follow attention.,Network Glitch,16.0,True,Tuesday,1
1017,2025-04-08 14:21:55,2025-04-11 04:21:55,Login Failure,Report_Portal,Critical,Closed,Late manager ever quality dark tough.,Network Glitch,62.0,True,Tuesday,14
1018,2025-05-31 21:12:33,2025-06-01 04:12:33,Login Failure,CyberArk,Critical,Closed,Education because some son yeah.,Configuration Error,7.0,False,Saturday,21
1019,2025-05-14 05:51:34,2025-05-15 11:51:34,Access Issue,Control-M,Critical,Closed,These which sign politics enter enough knowledge.,Configuration Error,30.0,True,Wednesday,5
1020,2025-05-17 07:27:43,2025-05-18 15:27:43,Access Issue,FDW_App1,Medium,Closed,Relationship individual though bill chance shake.,Database Timeout,32.0,True,Saturday,7
1021,2025-05-30 00:39:06,2025-06-01 15:39:06,Report Error,Report_Portal,Medium,Closed,Threat party industry relate affect contain tell.,User Error,63.0,True,Friday,0
1022,2025-05-28 16:35:52,2025-05-28 21:35:52,Login Failure,Control-M,Medium,Closed,Along speech food seat actually.,Unknown,5.0,False,Wednesday,16
1023,2025-04-08 21:24:09,2025-04-11 13:24:09,Login Failure,FDW_App2,Low,Closed,Hand avoid suffer democratic organization.,Permission Missing,64.0,True,Tuesday,21
1024,2025-04-25 15:54:21,2025-04-27 17:54:21,Login Failure,Control-M,Critical,Closed,Nearly evidence something really manage read.,User Error,50.0,True,Friday,15
1025,2025-05-18 22:59:28,2025-05-21 04:59:28,Server Down,CyberArk,Medium,Closed,Account western only four a decision off sell.,Configuration Error,54.0,True,Sunday,22
1026,2025-05-15 18:06:19,2025-05-17 09:06:19,Login Failure,CyberArk,Medium,Closed,Listen support data happen try gun national minute.,Permission Missing,39.0,True,Thursday,18
1027,2025-05-19 23:01:16,2025-05-21 14:01:16,Access Issue,CyberArk,Critical,Closed,Exist page school another sell.,Permission Missing,39.0,True,Monday,23
1028,2025-05-15 10:52:33,2025-05-17 00:52:33,Report Error,Report_Portal,High,Closed,Power hour court pretty arm number moment.,Network Glitch,38.0,True,Thursday,10
1029,2025-04-09 17:33:47,2025-04-10 06:33:47,Server Down,Report_Portal,Medium,Closed,Market east movie present people remember.,Configuration Error,13.0,True,Wednesday,17
1030,2025-04-29 05:31:18,2025-04-30 13:31:18,Report Error,CyberArk,Medium,Closed,True market everybody others beautiful adult.,Permission Missing,32.0,True,Tuesday,5
1031,2025-05-02 09:45:38,2025-05-03 13:45:38,Report Error,Control-M,Medium,Closed,Support black mother section.,Permission Missing,28.0,True,Friday,9
1032,2025-06-02 15:12:41,2025-06-05 10:12:41,Server Down,Control-M,Low,Closed,Discover make include brother government wrong.,User Error,67.0,True,Monday,15
1033,2025-04-12 04:41:53,2025-04-14 17:41:53,Report Error,FDW_App1,Medium,Closed,Child surface take body.,Unknown,61.0,True,Saturday,4
1034,2025-05-14 20:54:06,2025-05-15 12:54:06,Login Failure,Report_Portal,High,Closed,History floor very mother report finally raise.,Configuration Error,16.0,True,Wednesday,20
1035,2025-04-30 20:22:34,2025-05-02 22:22:34,Report Error,FDW_App2,Low,Closed,His operation environmental teacher.,User Error,50.0,True,Wednesday,20
1036,2025-05-28 07:55:16,2025-05-29 04:55:16,Batch Job,Control-M,Critical,Closed,Ball stop enough decade raise issue.,Permission Missing,21.0,True,Wednesday,7
1037,2025-05-11 06:30:29,2025-05-13 13:30:29,Report Error,FDW_App1,High,Closed,Able where really successful.,Database Timeout,55.0,True,Sunday,6
1038,2025-05-01 07:19:06,2025-05-01 09:19:06,Batch Job,FDW_App1,Medium,Closed,Subject fall purpose not.,User Error,2.0,False,Thursday,7
1039,2025-05-19 16:32:57,2025-05-22 16:32:57,Access Issue,FDW_App2,High,Closed,Education shake reduce.,Database Timeout,72.0,True,Monday,16
1040,2025-06-02 13:58:54,2025-06-03 07:58:54,Login Failure,Report_Portal,Critical,Closed,Decide which unit charge lead music.,Network Glitch,18.0,True,Monday,13
1041,2025-04-19 10:48:55,2025-04-19 20:48:55,Server Down,FDW_App2,Medium,Closed,Consider such language company sea television church.,Network Glitch,10.0,True,Saturday,10
1042,2025-04-08 00:51:08,2025-04-08 18:51:08,Batch Job,FDW_App1,Critical,Closed,Job successful animal no take.,Permission Missing,18.0,True,Tuesday,0
1043,2025-05-25 18:41:43,2025-05-27 09:41:43,Login Failure,FDW_App1,Critical,Closed,Until say least sort.,Database Timeout,39.0,True,Sunday,18
1044,2025-05-22 11:17:14,2025-05-23 09:17:14,Batch Job,FDW_App2,Low,Closed,Hotel thank Democrat.,User Error,22.0,True,Thursday,11
1045,2025-06-03 12:02:27,2025-06-05 16:02:27,Server Down,FDW_App1,High,Closed,Could usually beyond view to whose.,Configuration Error,52.0,True,Tuesday,12
1046,2025-04-27 19:07:20,2025-04-30 07:07:20,Login Failure,FDW_App2,High,Closed,Address guy month not ahead.,Database Timeout,60.0,True,Sunday,19
1047,2025-04-11 07:26:24,2025-04-11 15:26:24,Report Error,Control-M,Critical,Closed,Billion reality land happen.,Network Glitch,8.0,False,Friday,7
1048,2025-04-23 15:21:54,2025-04-24 19:21:54,Batch Job,CyberArk,Low,Closed,Staff ball pressure indicate response.,User Error,28.0,True,Wednesday,15
1049,2025-05-08 02:46:14,2025-05-09 06:46:14,Login Failure,Control-M,High,Closed,Nature boy reach dream truth important center.,Permission Missing,28.0,True,Thursday,2
1050,2025-04-15 02:35:30,2025-04-16 08:35:30,Login Failure,FDW_App1,High,Closed,Development view seat eye anyone.,Unknown,30.0,True,Tuesday,2
1051,2025-04-13 16:36:03,2025-04-15 04:36:03,Batch Job,CyberArk,Medium,Closed,Hot work southern sometimes bill both.,Configuration Error,36.0,True,Sunday,16
1052,2025-04-09 14:21:49,2025-04-12 01:21:49,Batch Job,Control-M,High,Closed,Analysis while want whatever no.,Permission Missing,59.0,True,Wednesday,14
1053,2025-04-21 12:42:50,2025-04-23 20:42:50,Access Issue,FDW_App1,Medium,Closed,Behind successful of why day door sit.,Network Glitch,56.0,True,Monday,12
1054,2025-04-14 15:48:13,2025-04-16 23:48:13,Access Issue,Report_Portal,Low,Closed,Probably design pressure so.,Configuration Error,56.0,True,Monday,15
1055,2025-05-20 07:48:57,2025-05-21 13:48:57,Batch Job,CyberArk,High,Closed,Much region give project particular itself.,Permission Missing,30.0,True,Tuesday,7
1056,2025-05-14 10:23:09,2025-05-16 21:23:09,Login Failure,Report_Portal,High,Closed,Low view statement account soon I within candidate.,User Error,59.0,True,Wednesday,10
1057,2025-05-25 05:13:31,2025-05-27 00:13:31,Server Down,FDW_App2,Low,Closed,Professional positive must and speech.,Unknown,43.0,True,Sunday,5
1058,2025-04-25 23:13:12,2025-04-28 08:13:12,Login Failure,FDW_App1,Low,Closed,Increase concern pressure.,Network Glitch,57.0,True,Friday,23
