User_ID,Product_ID,Category,Add_to_Cart_Timestamp,Purchase_Timestamp,Cart_Duration_Minutes,Purchase_Flag
U0829,P00450,Books,2025-03-26 03:15:00,,,0
U0895,P00990,Books,2025-03-27 11:15:00,,,0
U0361,P00559,Clothing,2025-02-20 07:37:00,,,0
U0935,P00679,Fitness,2025-02-11 04:28:00,,,0
U0001,P00452,Books,2025-03-23 09:41:00,2025-03-23 13:41:00,6.85,1
U0387,P00289,Books,2025-02-08 17:00:00,,,0
U0973,P00141,Electronics,2025-02-08 20:00:00,,,0
U0348,P00084,Grocery,2025-01-15 03:59:00,2025-01-15 04:14:00,24.23,1
U0190,P00694,Clothing,2025-03-02 19:09:00,2025-03-02 23:09:00,29.38,1
U0505,P00391,Clothing,2025-03-28 08:33:00,,,0
U0191,P00591,Books,2025-02-17 00:33:00,2025-02-17 04:33:00,21.61,1
U0508,P00215,Fitness,2025-03-02 09:53:00,2025-03-02 10:08:00,9.01,1
U0369,P00526,Beauty,2025-03-25 00:12:00,2025-03-25 00:17:00,5.39,1
U0409,P00215,Beauty,2025-01-01 04:15:00,,,0
U0824,P00403,Books,2025-01-15 16:27:00,,,0
U0929,P00128,Grocery,2025-04-05 22:47:00,2025-04-05 23:02:00,24.49,1
U0934,P00822,Books,2025-01-17 16:33:00,2025-01-17 16:38:00,24.9,1
U0117,P00477,Electronics,2025-01-13 13:10:00,2025-01-13 13:25:00,13.47,1
U0134,P00760,Beauty,2025-01-28 09:31:00,2025-01-28 10:31:00,27.95,1
U0058,P00404,Electronics,2025-04-09 16:46:00,2025-04-09 17:01:00,26.22,1
U0556,P00029,Grocery,2025-03-14 09:07:00,2025-03-14 10:07:00,11.13,1
U0685,P00792,Books,2025-01-21 12:58:00,,,0
U0672,P00338,Electronics,2025-02-19 04:05:00,2025-02-19 05:05:00,12.74,1
U0173,P00831,Books,2025-01-30 16:10:00,2025-01-30 16:25:00,14.33,1
U0829,P00714,Fitness,2025-01-20 15:08:00,,,0
U0815,P00361,Electronics,2025-01-02 04:00:00,2025-01-02 05:00:00,20.09,1
U0149,P00569,Fitness,2025-01-04 03:53:00,2025-01-04 03:58:00,18.21,1
U0080,P00392,Books,2025-01-25 02:08:00,2025-01-25 02:23:00,25.84,1
U0886,P00218,Fitness,2025-03-27 22:11:00,2025-03-27 23:11:00,24.89,1
U0213,P00574,Books,2025-03-15 01:42:00,,,0
U0203,P00669,Books,2025-03-15 21:05:00,,,0
U0764,P00202,Fitness,2025-01-02 01:31:00,2025-01-02 01:46:00,15.65,1
U0229,P00017,Fitness,2025-01-16 11:00:00,2025-01-16 11:05:00,19.84,1
U0676,P00322,Fitness,2025-03-13 15:49:00,2025-03-13 15:54:00,19.07,1
U0227,P00518,Beauty,2025-01-13 14:52:00,2025-01-13 18:52:00,7.89,1
U0659,P00570,Grocery,2025-02-13 07:09:00,2025-02-13 11:09:00,13.34,1
U0532,P00325,Beauty,2025-02-15 04:49:00,2025-02-15 05:04:00,8.67,1
U0441,P00412,Clothing,2025-01-19 14:37:00,2025-01-19 14:52:00,8.15,1
U0402,P00318,Grocery,2025-01-11 20:42:00,,,0
U0047,P00681,Books,2025-01-20 19:20:00,,,0
U0233,P00965,Beauty,2025-03-23 17:09:00,2025-03-23 17:24:00,16.57,1
U0305,P00082,Electronics,2025-04-08 08:45:00,2025-04-08 12:45:00,18.41,1
U0526,P00474,Fitness,2025-01-31 09:54:00,2025-01-31 10:54:00,13.52,1
U0143,P00468,Beauty,2025-03-09 05:13:00,2025-03-09 05:18:00,20.14,1
U0415,P00425,Electronics,2025-03-09 14:47:00,2025-03-09 15:02:00,19.04,1
U0513,P00945,Beauty,2025-01-17 18:50:00,2025-01-17 18:55:00,28.75,1
U0373,P00731,Fitness,2025-03-11 10:15:00,2025-03-11 10:30:00,29.0,1
U0566,P00689,Clothing,2025-01-30 07:10:00,2025-01-30 08:10:00,3.42,1
U0886,P00204,Grocery,2025-03-12 23:21:00,2025-03-12 23:36:00,28.91,1
U0259,P00583,Fitness,2025-03-30 18:30:00,2025-03-30 18:45:00,20.59,1
U0656,P00387,Books,2025-01-26 09:40:00,2025-01-26 10:40:00,25.25,1
U0471,P00778,Fitness,2025-04-10 22:46:00,2025-04-10 22:51:00,4.97,1
U0953,P00098,Books,2025-01-13 01:01:00,2025-01-13 05:01:00,23.11,1
U0971,P00345,Beauty,2025-01-16 08:27:00,2025-01-16 08:42:00,12.27,1
U0012,P00803,Grocery,2025-03-18 02:40:00,2025-03-18 02:55:00,10.63,1
U0330,P00208,Clothing,2025-03-18 20:31:00,,,0
U0736,P00514,Books,2025-02-23 01:07:00,2025-02-23 01:22:00,27.0,1
U0784,P00636,Fitness,2025-02-28 08:47:00,2025-02-28 09:47:00,4.23,1
U0968,P00792,Clothing,2025-03-07 05:31:00,2025-03-07 05:46:00,28.68,1
U0358,P00586,Beauty,2025-02-23 07:57:00,,,0
U0972,P00166,Books,2025-01-28 04:40:00,,,0
U0408,P00022,Grocery,2025-03-06 08:09:00,2025-03-06 08:24:00,16.83,1
U0668,P00154,Electronics,2025-02-24 03:34:00,2025-02-24 04:34:00,13.97,1
U0373,P00939,Clothing,2025-01-10 14:10:00,2025-01-10 14:15:00,11.4,1
U0008,P00439,Electronics,2025-01-14 05:11:00,,,0
U0122,P00295,Books,2025-02-14 16:15:00,2025-02-14 16:30:00,9.93,1
U0348,P00219,Books,2025-02-04 01:10:00,,,0
U0676,P00669,Grocery,2025-02-10 02:28:00,2025-02-10 02:43:00,13.0,1
U0090,P00495,Beauty,2025-01-18 19:46:00,2025-01-18 20:46:00,5.42,1
U0648,P00230,Clothing,2025-01-14 01:48:00,,,0
U0698,P00020,Books,2025-02-23 07:41:00,,,0
U0316,P00987,Clothing,2025-02-27 17:29:00,2025-02-27 17:34:00,22.44,1
U0178,P00553,Electronics,2025-01-25 18:07:00,2025-01-25 19:07:00,11.05,1
U0540,P00950,Fitness,2025-04-02 07:30:00,2025-04-02 07:45:00,2.81,1
U0732,P00148,Fitness,2025-01-03 02:43:00,2025-01-03 02:58:00,1.28,1
U0869,P00108,Grocery,2025-03-27 16:35:00,2025-03-27 16:50:00,6.6,1
U0041,P00403,Fitness,2025-01-17 13:50:00,2025-01-17 14:05:00,13.3,1
U0740,P00596,Electronics,2025-01-09 20:11:00,2025-01-09 21:11:00,25.33,1
U0704,P00483,Beauty,2025-02-06 10:19:00,2025-02-06 10:24:00,26.55,1
U0923,P00367,Beauty,2025-02-04 20:46:00,2025-02-04 21:46:00,1.19,1
U0502,P00834,Fitness,2025-03-16 19:07:00,2025-03-16 19:22:00,5.6,1
U0959,P00414,Books,2025-01-04 11:39:00,2025-01-04 11:54:00,3.98,1
U0145,P00309,Fitness,2025-02-16 11:47:00,2025-02-16 15:47:00,2.52,1
U0201,P00802,Fitness,2025-04-01 20:51:00,2025-04-01 20:56:00,22.91,1
U0929,P00918,Beauty,2025-03-25 03:10:00,2025-03-25 03:25:00,1.18,1
U0724,P00835,Electronics,2025-03-18 08:03:00,2025-03-18 08:18:00,21.29,1
U0461,P00134,Grocery,2025-03-17 08:12:00,2025-03-17 08:27:00,17.51,1
U0732,P00719,Beauty,2025-02-17 05:41:00,2025-02-17 06:41:00,15.45,1
U0752,P00283,Books,2025-03-18 06:27:00,2025-03-18 06:42:00,8.67,1
U0925,P00778,Books,2025-02-27 18:23:00,2025-02-27 18:38:00,9.66,1
U0909,P00073,Grocery,2025-03-24 16:12:00,,,0
U0558,P00481,Clothing,2025-03-18 20:01:00,,,0
U0547,P00352,Grocery,2025-01-10 21:12:00,2025-01-10 21:17:00,3.08,1
U0253,P00560,Clothing,2025-02-27 08:32:00,2025-02-27 09:32:00,4.95,1
U0390,P00326,Grocery,2025-01-14 15:19:00,2025-01-14 15:34:00,10.7,1
U0594,P00745,Electronics,2025-01-15 00:16:00,2025-01-15 00:31:00,20.61,1
U0883,P00443,Fitness,2025-01-24 12:58:00,2025-01-24 13:13:00,7.76,1
U0256,P00100,Electronics,2025-02-16 15:15:00,2025-02-16 16:15:00,5.18,1
U0709,P00059,Books,2025-03-07 16:31:00,2025-03-07 16:36:00,26.17,1
U0815,P00508,Grocery,2025-02-12 07:51:00,,,0
U0921,P00258,Books,2025-01-03 11:19:00,2025-01-03 11:34:00,19.72,1
U0450,P00413,Electronics,2025-01-16 13:15:00,2025-01-16 13:30:00,28.77,1
U0010,P00452,Beauty,2025-02-28 20:48:00,2025-03-01 00:48:00,20.89,1
U0824,P00065,Grocery,2025-03-04 10:48:00,2025-03-04 10:53:00,6.55,1
U0798,P00595,Clothing,2025-02-20 21:32:00,2025-02-20 21:47:00,8.53,1
U0242,P00154,Books,2025-01-30 11:14:00,2025-01-30 11:29:00,12.77,1
U0251,P00985,Books,2025-03-23 22:13:00,2025-03-23 22:28:00,18.03,1
U0877,P00266,Grocery,2025-04-04 00:44:00,2025-04-04 00:59:00,29.0,1
U0005,P00821,Clothing,2025-03-03 14:06:00,2025-03-03 14:11:00,15.65,1
U0119,P00079,Electronics,2025-01-15 19:41:00,2025-01-15 19:46:00,11.9,1
U0801,P00315,Fitness,2025-02-15 05:45:00,2025-02-15 05:50:00,18.97,1
U0374,P00662,Clothing,2025-02-25 21:43:00,,,0
U0065,P00947,Clothing,2025-03-16 19:53:00,2025-03-16 19:58:00,4.75,1
U0146,P00560,Books,2025-03-29 18:01:00,2025-03-29 18:06:00,17.85,1
U0224,P00917,Fitness,2025-01-22 19:32:00,,,0
U0239,P00891,Books,2025-03-13 13:08:00,2025-03-13 14:08:00,21.81,1
U0177,P00248,Fitness,2025-04-08 22:04:00,2025-04-08 22:19:00,22.38,1
U0779,P00790,Fitness,2025-02-24 07:15:00,2025-02-24 07:20:00,13.45,1
U0853,P00868,Books,2025-02-17 12:51:00,2025-02-17 13:51:00,15.78,1
U0282,P00610,Beauty,2025-03-02 14:00:00,2025-03-02 14:05:00,14.57,1
U0063,P00414,Electronics,2025-01-22 02:37:00,2025-01-22 03:37:00,27.87,1
U0217,P00025,Electronics,2025-02-23 13:35:00,,,0
U0854,P00284,Books,2025-03-23 14:40:00,2025-03-23 15:40:00,26.35,1
U0827,P00449,Beauty,2025-03-23 02:09:00,2025-03-23 02:24:00,19.63,1
U0795,P00881,Clothing,2025-02-18 06:46:00,2025-02-18 07:46:00,9.89,1
U0689,P00301,Books,2025-03-06 10:48:00,2025-03-06 11:48:00,21.38,1
U0461,P00068,Grocery,2025-01-05 06:18:00,2025-01-05 07:18:00,27.32,1
U0929,P00007,Grocery,2025-02-26 23:28:00,2025-02-26 23:43:00,14.09,1
U0610,P00817,Clothing,2025-01-15 02:46:00,2025-01-15 03:46:00,13.23,1
U0105,P00137,Clothing,2025-03-17 19:36:00,2025-03-17 20:36:00,24.97,1
U0099,P00164,Books,2025-01-03 08:57:00,,,0
U0511,P00083,Clothing,2025-02-10 06:25:00,,,0
U0385,P00897,Electronics,2025-01-02 22:22:00,2025-01-02 22:37:00,27.86,1
U0405,P00650,Books,2025-03-26 15:08:00,2025-03-26 19:08:00,27.8,1
U0823,P00420,Books,2025-01-13 18:51:00,2025-01-13 19:06:00,6.91,1
U0518,P00073,Beauty,2025-03-22 05:35:00,2025-03-22 09:35:00,12.95,1
U0476,P00237,Fitness,2025-03-06 17:50:00,2025-03-06 17:55:00,24.8,1
U0977,P00046,Fitness,2025-01-09 12:39:00,2025-01-09 12:54:00,9.06,1
U0709,P00618,Clothing,2025-02-24 12:14:00,2025-02-24 16:14:00,16.42,1
U0863,P00928,Books,2025-02-12 11:45:00,2025-02-12 12:00:00,20.13,1
U0645,P00800,Grocery,2025-03-09 00:23:00,,,0
U0870,P00262,Clothing,2025-02-05 18:40:00,2025-02-05 19:40:00,3.48,1
U0771,P00176,Grocery,2025-01-10 03:19:00,2025-01-10 03:34:00,4.61,1
U0437,P00166,Electronics,2025-03-16 11:17:00,2025-03-16 11:32:00,5.55,1
U0023,P00657,Fitness,2025-04-04 11:47:00,,,0
U0997,P00842,Books,2025-03-04 19:24:00,2025-03-04 19:39:00,13.81,1
U0565,P00370,Beauty,2025-01-12 20:24:00,2025-01-12 21:24:00,5.28,1
U0677,P00795,Clothing,2025-01-11 08:49:00,2025-01-11 12:49:00,7.01,1
U0714,P00054,Electronics,2025-03-03 02:51:00,,,0
U0458,P00690,Grocery,2025-04-06 16:13:00,2025-04-06 20:13:00,28.61,1
U0083,P00419,Grocery,2025-01-01 16:24:00,2025-01-01 17:24:00,29.41,1
U0145,P00756,Beauty,2025-02-28 07:04:00,,,0
U0085,P00507,Books,2025-01-05 08:34:00,,,0
U0078,P00341,Books,2025-01-19 22:08:00,2025-01-20 02:08:00,18.01,1
U0457,P00127,Fitness,2025-04-04 17:15:00,2025-04-04 17:20:00,13.9,1
U0878,P00409,Electronics,2025-02-02 01:13:00,2025-02-02 01:28:00,20.51,1
U0001,P00924,Books,2025-01-01 15:14:00,2025-01-01 16:14:00,29.27,1
U0051,P00367,Grocery,2025-03-31 14:43:00,2025-03-31 15:43:00,12.63,1
U0685,P00271,Electronics,2025-03-21 13:28:00,2025-03-21 13:43:00,15.31,1
U0717,P00644,Grocery,2025-01-24 14:54:00,2025-01-24 14:59:00,3.73,1
U0772,P00605,Books,2025-01-15 18:07:00,2025-01-15 19:07:00,16.5,1
U0446,P00379,Clothing,2025-02-03 01:26:00,2025-02-03 01:41:00,17.15,1
U0449,P00073,Clothing,2025-03-15 02:22:00,2025-03-15 02:37:00,7.81,1
U0881,P00923,Fitness,2025-03-13 22:03:00,2025-03-13 22:18:00,23.28,1
U0488,P00922,Books,2025-01-14 20:41:00,2025-01-15 00:41:00,18.35,1
U0800,P00915,Fitness,2025-04-03 00:03:00,2025-04-03 00:18:00,16.54,1
U0034,P00248,Grocery,2025-03-04 00:48:00,2025-03-04 01:03:00,19.08,1
U0348,P00860,Electronics,2025-03-31 16:38:00,2025-03-31 16:43:00,6.27,1
U0095,P00785,Electronics,2025-03-28 19:14:00,2025-03-28 19:29:00,28.46,1
U0072,P00043,Beauty,2025-01-13 01:59:00,2025-01-13 05:59:00,15.57,1
U0551,P00377,Grocery,2025-01-19 23:44:00,2025-01-20 00:44:00,12.17,1
U0154,P00041,Electronics,2025-03-29 10:58:00,2025-03-29 11:13:00,22.71,1
U0250,P00170,Electronics,2025-03-27 14:09:00,2025-03-27 14:24:00,17.25,1
U0674,P00946,Beauty,2025-02-10 08:51:00,,,0
U0438,P00212,Beauty,2025-01-28 00:16:00,2025-01-28 00:21:00,13.46,1
U0118,P00493,Electronics,2025-04-05 11:09:00,2025-04-05 12:09:00,13.39,1
U0771,P00680,Clothing,2025-03-04 04:28:00,2025-03-04 04:43:00,24.65,1
U0891,P00039,Electronics,2025-03-23 14:37:00,2025-03-23 14:42:00,27.57,1
U0306,P00369,Grocery,2025-03-11 07:11:00,2025-03-11 07:16:00,13.09,1
U0268,P00757,Fitness,2025-02-22 13:43:00,2025-02-22 14:43:00,17.57,1
U0961,P00151,Books,2025-03-15 21:19:00,2025-03-15 21:24:00,17.84,1
U0054,P00111,Grocery,2025-03-20 06:57:00,2025-03-20 07:02:00,8.09,1
U0236,P00480,Electronics,2025-01-10 09:47:00,2025-01-10 10:02:00,16.2,1
U0389,P00436,Beauty,2025-02-08 04:54:00,2025-02-08 04:59:00,25.97,1
U0990,P00047,Clothing,2025-03-08 17:42:00,2025-03-08 17:57:00,22.45,1
U0734,P00575,Fitness,2025-03-20 20:51:00,2025-03-20 20:56:00,13.91,1
U0763,P00737,Books,2025-02-25 11:03:00,2025-02-25 11:18:00,16.83,1
U0825,P00366,Electronics,2025-01-09 06:41:00,2025-01-09 10:41:00,7.32,1
U0401,P00069,Electronics,2025-04-02 22:44:00,2025-04-02 23:44:00,6.21,1
U0624,P00299,Clothing,2025-03-02 07:43:00,2025-03-02 07:58:00,21.83,1
U0767,P00944,Electronics,2025-03-27 23:50:00,2025-03-27 23:55:00,24.03,1
U0303,P00802,Beauty,2025-02-27 00:15:00,2025-02-27 01:15:00,15.68,1
U0919,P00296,Grocery,2025-01-22 16:56:00,2025-01-22 17:01:00,15.26,1
U0207,P00203,Beauty,2025-03-03 17:42:00,2025-03-03 17:47:00,27.85,1
U0229,P00061,Fitness,2025-03-23 06:49:00,2025-03-23 07:49:00,24.99,1
U0853,P00946,Fitness,2025-03-31 07:05:00,,,0
U0910,P00963,Electronics,2025-01-30 06:22:00,2025-01-30 06:37:00,25.52,1
U0578,P00830,Grocery,2025-02-01 21:41:00,2025-02-01 21:46:00,13.86,1
U0075,P00314,Books,2025-02-26 12:08:00,,,0
U0435,P00161,Grocery,2025-01-31 06:08:00,2025-01-31 06:13:00,3.64,1
U0103,P00331,Books,2025-01-13 02:34:00,,,0
U0422,P00528,Fitness,2025-04-07 20:30:00,2025-04-07 20:45:00,25.61,1
U0704,P00338,Books,2025-02-21 01:31:00,2025-02-21 01:46:00,20.68,1
U0764,P00606,Electronics,2025-02-04 14:55:00,2025-02-04 15:55:00,8.52,1
U0738,P00304,Beauty,2025-04-06 05:44:00,,,0
U0806,P00503,Clothing,2025-03-26 00:31:00,,,0
U0306,P00650,Electronics,2025-02-21 18:32:00,2025-02-21 18:47:00,22.8,1
U0098,P00338,Beauty,2025-01-28 20:53:00,2025-01-28 21:53:00,18.86,1
U0850,P00550,Clothing,2025-04-08 14:13:00,2025-04-08 15:13:00,19.56,1
U0798,P00639,Beauty,2025-01-19 10:14:00,2025-01-19 11:14:00,10.35,1
U0335,P00275,Beauty,2025-01-06 19:08:00,,,0
U0859,P00164,Electronics,2025-03-25 01:37:00,2025-03-25 01:42:00,20.95,1
U0435,P00443,Fitness,2025-01-26 17:27:00,2025-01-26 17:42:00,6.64,1
U0447,P00319,Grocery,2025-02-20 08:31:00,,,0
U0994,P00589,Fitness,2025-02-22 23:58:00,,,0
U0308,P00504,Electronics,2025-03-11 13:27:00,2025-03-11 13:32:00,18.86,1
U0249,P00686,Electronics,2025-02-27 23:12:00,2025-02-27 23:27:00,28.08,1
U0166,P00387,Clothing,2025-02-12 11:50:00,,,0
U0481,P00970,Grocery,2025-01-19 20:26:00,2025-01-19 20:41:00,23.97,1
U0984,P00870,Grocery,2025-03-24 23:25:00,2025-03-25 00:25:00,10.07,1
U0335,P00833,Beauty,2025-02-14 13:55:00,2025-02-14 14:00:00,28.99,1
U0542,P00888,Electronics,2025-03-23 11:35:00,,,0
U0759,P00603,Books,2025-01-29 16:03:00,2025-01-29 16:18:00,19.54,1
U0106,P00750,Grocery,2025-02-13 12:58:00,2025-02-13 13:03:00,12.52,1
U0563,P00776,Clothing,2025-04-03 03:09:00,2025-04-03 03:24:00,27.81,1
U0081,P00691,Electronics,2025-01-25 02:46:00,,,0
U0133,P00494,Grocery,2025-01-02 16:05:00,2025-01-02 20:05:00,27.46,1
U0797,P00490,Grocery,2025-01-26 07:34:00,2025-01-26 11:34:00,12.52,1
U0900,P00721,Clothing,2025-01-27 17:53:00,2025-01-27 18:08:00,3.8,1
U0138,P00073,Clothing,2025-01-01 15:38:00,,,0
U0184,P00509,Clothing,2025-01-03 22:03:00,2025-01-04 02:03:00,7.17,1
U0401,P00390,Fitness,2025-02-10 04:50:00,2025-02-10 08:50:00,11.42,1
U0330,P00619,Grocery,2025-01-15 07:37:00,,,0
U0785,P00857,Electronics,2025-03-24 23:46:00,2025-03-25 00:01:00,0.58,1
U0508,P00295,Fitness,2025-03-31 06:09:00,2025-03-31 07:09:00,18.11,1
U0852,P00369,Books,2025-03-19 16:40:00,,,0
U0984,P00956,Fitness,2025-03-24 04:54:00,2025-03-24 08:54:00,15.36,1
U0069,P00796,Beauty,2025-04-05 06:18:00,2025-04-05 07:18:00,13.13,1
U0546,P00865,Beauty,2025-01-31 19:57:00,2025-01-31 20:02:00,14.74,1
U0774,P00694,Grocery,2025-03-29 01:56:00,2025-03-29 02:56:00,19.51,1
U0053,P00549,Electronics,2025-01-23 15:44:00,2025-01-23 16:44:00,5.26,1
U0450,P00649,Electronics,2025-02-09 05:37:00,2025-02-09 05:42:00,4.22,1
U0205,P00850,Books,2025-02-10 03:26:00,,,0
U0126,P00568,Fitness,2025-03-16 04:56:00,2025-03-16 05:11:00,29.65,1
U0747,P00187,Clothing,2025-01-17 19:06:00,2025-01-17 19:21:00,10.86,1
U0043,P00853,Grocery,2025-04-01 14:56:00,2025-04-01 15:56:00,21.62,1
U0752,P00770,Books,2025-03-20 13:12:00,2025-03-20 13:27:00,21.16,1
U0971,P00445,Electronics,2025-01-11 12:25:00,2025-01-11 12:30:00,15.62,1
U0883,P00570,Fitness,2025-03-27 23:28:00,2025-03-27 23:43:00,23.92,1
U0111,P00363,Fitness,2025-03-14 09:03:00,2025-03-14 09:08:00,12.71,1
U0761,P00123,Fitness,2025-02-15 23:17:00,2025-02-15 23:22:00,25.92,1
U0663,P00188,Electronics,2025-02-12 15:32:00,2025-02-12 15:37:00,26.47,1
U0183,P00742,Electronics,2025-04-03 06:59:00,2025-04-03 07:04:00,8.17,1
U0848,P00680,Grocery,2025-01-10 08:58:00,2025-01-10 09:13:00,17.13,1
U0095,P00420,Books,2025-01-31 02:53:00,2025-01-31 03:53:00,1.3,1
U0971,P00626,Fitness,2025-02-24 13:57:00,,,0
U0374,P00252,Books,2025-03-30 14:01:00,2025-03-30 15:01:00,16.4,1
U0912,P00619,Beauty,2025-01-24 13:47:00,2025-01-24 17:47:00,22.08,1
U0520,P00549,Electronics,2025-03-12 03:49:00,2025-03-12 04:04:00,3.4,1
U0900,P00335,Fitness,2025-01-24 04:37:00,2025-01-24 08:37:00,12.12,1
U0360,P00092,Electronics,2025-04-04 06:14:00,2025-04-04 07:14:00,12.46,1
U0900,P00530,Grocery,2025-01-26 00:55:00,2025-01-26 01:10:00,8.86,1
U0696,P00866,Fitness,2025-01-04 00:42:00,2025-01-04 00:47:00,16.07,1
U0281,P00063,Grocery,2025-02-19 13:21:00,2025-02-19 13:36:00,18.85,1
U0195,P00662,Fitness,2025-01-11 09:58:00,2025-01-11 10:58:00,4.23,1
U0864,P00512,Clothing,2025-03-03 16:35:00,2025-03-03 16:50:00,12.52,1
U0195,P00139,Beauty,2025-02-25 14:25:00,,,0
U0667,P00698,Clothing,2025-01-21 12:08:00,2025-01-21 12:23:00,26.56,1
U0093,P00185,Beauty,2025-01-11 10:05:00,2025-01-11 10:10:00,16.49,1
U0672,P00205,Clothing,2025-01-01 21:05:00,2025-01-01 22:05:00,9.87,1
U0946,P00772,Clothing,2025-03-18 21:55:00,,,0
U0061,P00214,Books,2025-01-31 21:36:00,2025-01-31 21:51:00,6.97,1
U0634,P00256,Clothing,2025-02-16 17:51:00,2025-02-16 18:51:00,2.27,1
U0051,P00135,Books,2025-03-19 14:57:00,2025-03-19 15:12:00,4.25,1
U0403,P00573,Clothing,2025-03-10 03:31:00,2025-03-10 04:31:00,8.9,1
U0789,P00875,Books,2025-04-08 06:41:00,2025-04-08 10:41:00,16.59,1
U0005,P00822,Grocery,2025-02-17 09:49:00,,,0
U0466,P00088,Grocery,2025-03-22 20:59:00,2025-03-22 21:04:00,21.53,1
U0604,P00836,Books,2025-01-13 00:00:00,2025-01-13 00:15:00,20.01,1
U0682,P00988,Clothing,2025-02-02 05:24:00,2025-02-02 06:24:00,10.03,1
U0829,P00207,Clothing,2025-01-26 12:58:00,2025-01-26 13:03:00,26.43,1
U0534,P00129,Clothing,2025-04-02 00:36:00,2025-04-02 01:36:00,14.84,1
U0405,P00823,Books,2025-02-10 16:47:00,2025-02-10 17:47:00,10.83,1
U0838,P00003,Books,2025-03-13 16:46:00,2025-03-13 17:01:00,22.54,1
U0513,P00974,Clothing,2025-02-25 00:11:00,,,0
U0645,P00934,Electronics,2025-03-10 23:05:00,2025-03-10 23:20:00,25.66,1
U0233,P00754,Beauty,2025-03-30 00:24:00,,,0
U0524,P00121,Fitness,2025-01-01 09:41:00,,,0
U0346,P00385,Fitness,2025-01-03 16:18:00,2025-01-03 20:18:00,11.39,1
U0046,P00614,Fitness,2025-03-01 10:28:00,2025-03-01 10:33:00,14.49,1
U0546,P00038,Grocery,2025-02-19 01:08:00,,,0
U0945,P00341,Fitness,2025-02-25 16:59:00,2025-02-25 20:59:00,3.96,1
U0078,P00925,Beauty,2025-02-05 16:48:00,2025-02-05 17:03:00,0.63,1
U0730,P00645,Electronics,2025-03-17 19:49:00,2025-03-17 20:04:00,9.85,1
U0813,P00714,Beauty,2025-01-03 10:56:00,2025-01-03 11:11:00,9.29,1
U0923,P00860,Fitness,2025-02-19 03:16:00,,,0
U0073,P00021,Clothing,2025-02-19 04:45:00,,,0
U0794,P00242,Fitness,2025-02-11 14:32:00,,,0
U0249,P00455,Fitness,2025-03-21 10:54:00,2025-03-21 14:54:00,10.74,1
U0047,P00963,Clothing,2025-01-20 05:23:00,2025-01-20 05:38:00,15.74,1
U0121,P00621,Fitness,2025-03-05 21:15:00,2025-03-05 21:30:00,9.12,1
U0214,P00303,Electronics,2025-04-04 01:00:00,2025-04-04 01:15:00,13.17,1
U0239,P00596,Electronics,2025-03-29 23:08:00,2025-03-29 23:13:00,23.72,1
U0056,P00595,Books,2025-03-27 11:16:00,2025-03-27 12:16:00,28.71,1
U0350,P00803,Electronics,2025-03-30 14:29:00,,,0
U0107,P00964,Electronics,2025-02-20 21:09:00,,,0
U0831,P00069,Clothing,2025-03-02 11:45:00,2025-03-02 12:00:00,17.82,1
U0048,P00129,Books,2025-01-31 08:58:00,2025-01-31 09:58:00,0.75,1
U0573,P00196,Electronics,2025-04-09 20:45:00,2025-04-09 21:45:00,17.83,1
U0337,P00140,Electronics,2025-03-26 09:15:00,2025-03-26 09:30:00,29.07,1
U0026,P00444,Books,2025-01-07 03:26:00,2025-01-07 04:26:00,4.61,1
U0804,P00283,Electronics,2025-02-21 22:24:00,2025-02-21 22:39:00,25.54,1
U0257,P00312,Beauty,2025-01-31 10:47:00,,,0
U0008,P00746,Clothing,2025-03-25 03:53:00,2025-03-25 07:53:00,14.12,1
U0625,P00535,Beauty,2025-02-23 22:16:00,2025-02-24 02:16:00,4.42,1
U0867,P00665,Electronics,2025-03-16 02:40:00,2025-03-16 02:55:00,13.13,1
U0253,P00277,Clothing,2025-01-22 20:42:00,2025-01-22 20:47:00,26.95,1
U0692,P00061,Grocery,2025-01-27 04:45:00,2025-01-27 05:00:00,1.21,1
U0719,P00319,Electronics,2025-02-04 03:15:00,2025-02-04 07:15:00,29.52,1
U0303,P00890,Electronics,2025-03-21 20:25:00,,,0
U0639,P00052,Fitness,2025-04-10 18:57:00,2025-04-10 19:12:00,16.13,1
U0056,P00856,Electronics,2025-03-22 12:25:00,2025-03-22 16:25:00,14.48,1
U0726,P00153,Books,2025-01-22 22:57:00,2025-01-22 23:12:00,20.49,1
U0526,P00749,Fitness,2025-03-04 23:27:00,2025-03-04 23:42:00,9.22,1
U0474,P00311,Fitness,2025-03-06 11:35:00,2025-03-06 15:35:00,6.7,1
U0028,P00814,Fitness,2025-02-12 04:01:00,2025-02-12 08:01:00,2.03,1
U0983,P00544,Books,2025-01-17 07:37:00,2025-01-17 07:52:00,28.88,1
U0078,P00567,Electronics,2025-03-26 08:12:00,2025-03-26 08:27:00,3.45,1
U0216,P00864,Grocery,2025-03-16 15:15:00,2025-03-16 15:30:00,16.42,1
U0386,P00389,Clothing,2025-01-02 09:43:00,2025-01-02 09:48:00,8.71,1
U0365,P00548,Clothing,2025-03-13 10:41:00,,,0
U0666,P00622,Grocery,2025-03-18 16:38:00,2025-03-18 17:38:00,18.91,1
U0526,P00177,Grocery,2025-03-29 02:29:00,2025-03-29 02:34:00,19.28,1
U0699,P00362,Beauty,2025-01-13 18:06:00,2025-01-13 18:11:00,17.43,1
U0312,P00314,Clothing,2025-01-09 18:44:00,,,0
